edad_min,edad_max,requiere_inscripcion,hora_inicio,hora_fin,precio_valor,recomendado,tiene_url_info,tiene_url_imagen,titulo_longitud,descripcion_longitud,titulo_tfidf_0,titulo_tfidf_1,titulo_tfidf_2,titulo_tfidf_3,titulo_tfidf_4,desc_tfidf_0,desc_tfidf_1,desc_tfidf_2,desc_tfidf_3,desc_tfidf_4,categoría_Cultura y Espectáculos,categoría_Deporte,categoría_La Ciudad,categoría_Educación,categoría_Aire Libre,subcategoría_Club de lectura,subcategoría_Títeres y marionetas,subcategoría_Idiomas,subcategoría_Parques y jardines,subcategoría_Carreras y eventos,subcategoría_Verano,subcategoría_Música,subcategoría_Conciertos,subcategoría_Actividades al Aire Libre,subcategoría_Bailes,subcategoría_Talleres,subcategoría_Actividades,subcategoría_Magia,subcategoría_Circo,subcategoría_Actividades con animales,subcategoría_Ludotecas,subcategoría_Exposiciones,subcategoría_Campamentos Urbanos,subcategoría_Proyecciones,subcategoría_Cuentacuentos,subcategoría_Semana Santa,subcategoría_Teatro Infantil,edad_0_3,edad_4_6,edad_7_9,edad_10_12,edad_13_15,edad_16_18,fecha_inicio_year,fecha_inicio_month,fecha_inicio_day,fecha_inicio_dayofweek,fecha_inicio_is_summer,fecha_inicio_is_winter,fecha_inicio_is_weekend,fecha_fin_year,fecha_fin_month,fecha_fin_day,fecha_fin_dayofweek,fecha_fin_is_summer,fecha_fin_is_winter,fecha_fin_is_weekend,duracion_dias,duracion_corta,duracion_media,duracion_larga,hora_inicio_manana,hora_inicio_mediodia,hora_inicio_tarde,hora_inicio_noche,hora_fin_manana,hora_fin_mediodia,hora_fin_tarde,hora_fin_noche,dia_lunes,dia_martes,dia_miércoles,dia_jueves,dia_viernes,dia_sábado,dia_domingo,dia_findesemana,dia_entresemana,periodicidad_diaria,periodicidad_semanal,periodicidad_quincenal,periodicidad_mensual,distrito_Centro,distrito_Puente de Vallecas,distrito_Salamanca,distrito_Usera,distrito_Vicálvaro,distrito_Latina,distrito_Hortaleza,distrito_No especificado,distrito_San Blas-Canillejas,distrito_Tetuán,distrito_Moratalaz,distrito_Villa de Vallecas,distrito_Chamartín,distrito_Arganzuela,distrito_Retiro,distrito_Chamberí,distrito_Ciudad Lineal,distrito_Carabanchel,distrito_Barajas,distrito_Moncloa-Aravaca,distrito_Fuencarral-El Pardo,distrito_Villaverde,precio_gratuito,precio_bajo,precio_medio,precio_alto,ciudad_Madrid
0.03421286645713675,0.061509171269083736,0,-1.2913156350199404,-1.2710952115774548,-0.06324555320336757,1,0,1,0.1270323760457829,0.3689107219552894,-0.2641202156481595,-0.3270360546646891,-0.21903933617106194,-0.291001552329186,0.0,0.0,-0.37306541362240275,-0.23806318495136417,0.0,-0.2813000147293649,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-3.3452169123206628,2.378662402011941,0.6120205693757158,1.0488997118403829,1,0,1,0.0,1.1857014393927316,0.5014702940419509,1.0173553608140415,1,0,1,3.5278843037345897,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.6878347452187463,-0.9114540833509701,1,0.8753404080300218,0.6540587011029616,-0.06324555320336757,1,1,0,0.9053293278755788,-0.7272625464730705,3.29638377150693,1.9359702477140184,4.856232927609718,-0.291001552329186,0.0,0.0,-0.37306541362240275,-0.23806318495136417,0.0,3.7070297006065593,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-3.3452169123206628,2.378662402011941,0.9607088462900703,-1.2911292749233472,1,0,0,0.0,1.1857014393927316,-0.8195216124333847,-1.5485852536529008,1,0,0,3.327768041787492,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2.0185591209710685,-0.9114540833509701,1,0.8753404080300218,0.6540587011029616,-0.06324555320336757,1,1,1,0.9053293278755788,2.777404100473939,3.29638377150693,1.9359702477140184,4.856232927609718,-0.291001552329186,0.0,0.0,-0.37306541362240275,4.114470840144202,0.0,0.5949154159342662,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-3.3452169123206628,2.378662402011941,1.541855974480661,-2.461143768305212,1,0,0,0.0,1.1857014393927316,-1.0597019590652639,-2.8315555608863723,1,0,0,3.2277099108139433,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.6878347452187463,-1.1546948970059836,1,0.7205792620978817,0.5059699385890835,-0.06324555320336757,1,1,1,1.3723074989734565,0.36119119189593474,2.859792303789352,1.658478845773731,4.2338995234893515,1.9768195818206984,0.0,0.0,-0.37306541362240275,-0.23806318495136417,0.0,-0.2813000147293649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-3.3452169123206628,2.378662402011941,1.541855974480661,-2.461143768305212,1,0,0,0.0,1.1857014393927316,-1.900333172276841,-2.8315555608863723,1,0,0,3.1276517798403947,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2.0185591209710685,-0.9114540833509701,1,0.8753404080300218,0.6540587011029616,-0.06324555320336757,1,1,1,0.8015564009649394,2.777404100473939,3.29638377150693,1.9359702477140184,4.856232927609718,-0.291001552329186,0.0,0.0,-0.37306541362240275,4.114470840144202,0.0,0.5949154159342662,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-3.3452169123206628,3.0369732938120024,-1.712567943386647,-1.2911292749233472,0,0,0,0.0,1.1857014393927316,0.02110960077819251,-1.5485852536529008,1,0,0,3.327768041787492,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.0263859937141024,0.3047499849240972,1,1.1848626998943022,0.8021474636168398,-0.06324555320336757,1,1,1,2.202490914258572,0.8938387659914054,3.505065427970986,2.068605376188154,-0.21903933617106194,2.445259084915851,0.0,0.0,-0.37306541362240275,-0.23806318495136417,0.0,-0.2813000147293649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-3.3452169123206628,3.0369732938120024,-1.712567943386647,-1.2911292749233472,0,0,0,0.0,1.1857014393927316,-0.8195216124333847,-1.5485852536529008,1,0,0,3.2277099108139433,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.0263859937141024,-1.397935710660997,1,0.8753404080300218,0.6540587011029616,-0.06324555320336757,1,1,1,1.1128751816968578,-0.3412860435053382,2.859792303789352,1.658478845773731,4.2338995234893515,1.9768195818206984,0.0,0.0,-0.37306541362240275,-0.23806318495136417,0.0,-0.2813000147293649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-3.3452169123206628,3.0369732938120024,-1.712567943386647,-1.2911292749233472,0,0,0,0.0,-0.3870424387655031,1.2220113339375884,-1.5485852536529008,0,0,0,3.0275936488668456,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.6956616179617805,-0.9114540833509701,1,0.7205792620978817,0.950236226130718,-0.06324555320336757,1,1,0,0.4383511567777013,-0.24865168279308242,-0.2641202156481595,-0.3270360546646891,-0.21903933617106194,-0.291001552329186,0.0,1.0,-0.37306541362240275,-0.23806318495136417,0.0,-0.2813000147293649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,-3.3452169123206628,3.0369732938120024,-1.4801090921104108,-0.12111478154148211,0,0,0,0.0,1.1857014393927316,1.2220113339375884,0.375870207197306,1,0,1,3.442120191471548,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.6956616179617805,-0.9114540833509701,1,0.7205792620978817,0.950236226130718,-0.06324555320336757,1,1,0,0.6977834740543,-0.24865168279308242,-0.2641202156481595,-0.3270360546646891,-0.21903933617106194,-0.291001552329186,0.0,1.0,-0.37306541362240275,-0.23806318495136417,0.0,-0.2813000147293649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,-3.3452169123206628,3.0369732938120024,-1.4801090921104108,-0.12111478154148211,0,0,0,0.0,1.1857014393927316,1.2220113339375884,0.375870207197306,1,0,1,3.442120191471548,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.6956616179617805,-0.9114540833509701,1,0.7205792620978817,0.950236226130718,-0.06324555320336757,1,1,0,0.9572157913308986,-0.24865168279308242,-0.2641202156481595,-0.3270360546646891,-0.21903933617106194,-0.291001552329186,0.0,1.0,-0.37306541362240275,-0.23806318495136417,0.0,-0.2813000147293649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,-3.3452169123206628,3.0369732938120024,-1.4801090921104108,-0.12111478154148211,0,0,0,0.0,1.1857014393927316,1.2220113339375884,0.375870207197306,1,0,1,3.442120191471548,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.6956616179617805,-0.9114540833509701,1,0.7205792620978817,0.950236226130718,-0.06324555320336757,1,1,0,0.8015564009649394,-0.24865168279308242,-0.2641202156481595,-0.3270360546646891,-0.21903933617106194,-0.291001552329186,0.0,1.0,-0.37306541362240275,-0.23806318495136417,0.0,-0.2813000147293649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,-3.3452169123206628,3.0369732938120024,-1.4801090921104108,-0.12111478154148211,0,0,0,0.0,1.1857014393927316,1.2220113339375884,0.375870207197306,1,0,1,3.442120191471548,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.6956616179617805,-0.9114540833509701,1,0.7205792620978817,0.950236226130718,-0.06324555320336757,1,1,0,0.38646469332238154,-0.24865168279308242,-0.2641202156481595,-0.3270360546646891,-0.21903933617106194,-0.291001552329186,0.0,1.0,-0.37306541362240275,-0.23806318495136417,0.0,-0.2813000147293649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,-3.3452169123206628,3.0369732938120024,-1.4801090921104108,-0.12111478154148211,0,0,0,0.0,1.1857014393927316,1.2220113339375884,0.375870207197306,1,0,1,3.442120191471548,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.6956616179617805,-0.9114540833509701,0,0.7205792620978817,0.950236226130718,-0.06324555320336757,1,1,0,0.6458970105989802,-0.24865168279308242,-0.2641202156481595,-0.3270360546646891,-0.21903933617106194,-0.291001552329186,0.0,1.0,-0.37306541362240275,-0.23806318495136417,0.0,-0.2813000147293649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,-3.3452169123206628,3.0369732938120024,-1.4801090921104108,-0.12111478154148211,0,0,0,0.0,1.1857014393927316,1.2220113339375884,0.375870207197306,1,0,1,3.442120191471548,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.6956616179617805,-0.9114540833509701,1,0.0,0.0,-0.06324555320336757,1,1,0,0.6977834740543,-0.44163993427694864,-0.2641202156481595,-0.3270360546646891,-0.21903933617106194,-0.291001552329186,0.0,1.0,-0.37306541362240275,-0.23806318495136417,0.0,-0.2813000147293649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,-3.3452169123206628,3.0369732938120024,-1.3638796664722925,0.4638924651494504,0,0,1,0.0,1.1857014393927316,1.2220113339375884,0.375870207197306,1,0,1,3.427826172761041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.6956616179617805,-0.9114540833509701,1,0.0,0.0,-0.06324555320336757,1,1,0,0.38646469332238154,-0.44163993427694864,-0.2641202156481595,-0.3270360546646891,-0.21903933617106194,-0.291001552329186,0.0,1.0,-0.37306541362240275,-0.23806318495136417,0.0,-0.2813000147293649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-3.3452169123206628,3.0369732938120024,-1.3638796664722925,0.4638924651494504,0,0,1,0.0,1.1857014393927316,1.2220113339375884,0.375870207197306,1,0,1,3.427826172761041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
