ID;DESC_CLASIFICACION;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;ESTADO;COORD_GIS_X;COORD_GIS_Y;SISTEMA_COORD;LATITUD;LONGITUD;TIPO_VIA;NOM_VIA;NUM_VIA;COD_POSTAL;DIRECCION_AUX;NDP;FECHA_INSTALACION;CODIGO_INTERNO;CONTRATO_COD;MODELO;ACCESIBLE
"9959188";"Varios Juegos en Áreas Infantiles";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"447056.856";"4468365.556";"ETRS89";40.36418065;-3.62355907;;;;"28031";;;;;"PV24";;
"9945493";"Escalada en Área Infantil";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439286.918";"4473526.957";"ETRS89";40.41014752;-3.71555821;"CALLE";"ROSARIO";"13";"28005";"PARQUE DE LA CORNISA";"11001192";"2024-12-27 00:00:00.0";"0105307";"AE21";;
"9945489";"Balancín en Área Infantil";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439292.011";"4473522.327";"ETRS89";40.41010618;-3.71549774;"CALLE";"ROSARIO";"13";"28005";"PARQUE DE LA CORNISA";"11001192";"2024-12-27 00:00:00.0";"0105304";"AE21";;
"9929591";"Carrusel en Área Infantil";"083";"PEÑAGRANDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"439042.109";"4481381.219";"ETRS89";40.48088394;-3.71919707;"CALLE";"ISLA DE TAVIRA";"32";"28035";"ISLA DE TAVIRA, 32";"11047922";"2024-10-10 00:00:00.0";"0821301";"AE21";;
"9928418";"Columpio en Área Infantil";"111";"COMILLAS";"11";"CARABANCHEL";"OPERATIVO";"439571.264";"4471626.122";"ETRS89";40.39304458;-3.71202674;"CALLE";"INMACULADA CONCEPCION";"21";"28019";"INMACULADA CONCEPCION, 21";"11069513";"2025-01-01 00:00:00.0";"1122708";"AE21";;
"9889447";"Varios Juegos en Áreas Infantiles";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"447563.917";"4482467.245";"ETRS89";40.49124931;-3.61875041;"Avenida";"Avenida de las Fuerzas Armadas";;"28055";;;;;"PV24";;
"9889434";"Varios Juegos en Áreas Infantiles";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"447565.501";"4482458.378";"ETRS89";40.49116953;-3.61873099;"Avenida";"Avenida de las Fuerzas Armadas";;"28055";;;;;"PV24";;
"9888846";"Columpio en Área Infantil";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"446872.234";"4480347.965";"ETRS89";40.47211377;-3.62673429;"Calle";"Calle Ariadna";;"28033";;;;;"PV24";;
"9876493";"Balancín en Área Infantil";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"447397.833";"4469540.599";"ETRS89";40.37478784;-3.61964024;"CALLE";"BUBIERCA";"2";"28031";"CALLE SIERRA AITANA";"11131297";"2025-01-03 00:00:00.0";"1803816";"AE21";;
"9876010";"Carrusel en Área Infantil";"091";"CASA DE CAMPO";"09";"MONCLOA-ARAVACA";"OPERATIVO";"438772.897";"4475553.992";"ETRS89";40.42837028;-3.72181109;"Paseo";"Paseo de Camoens";;"28008";;;;;"PV24";;
"9876002";"Multijuego en Área Infantil";"091";"CASA DE CAMPO";"09";"MONCLOA-ARAVACA";"OPERATIVO";"438755.84";"4475554.605";"ETRS89";40.42837455;-3.72201222;"Paseo";"Paseo de Camoens";;"28008";;;;;"PV24";;
"9873494";"Balancín en Área Infantil";"201";"SIMANCAS";"20";"SAN BLAS-CANILLEJAS";"OPERATIVO";"447167.301";"4475700.674";"ETRS89";40.43026717;-3.62286699;"CALLE";"YUNCOS";"1";"28037";"Pq · PARQUE SAN BLAS , ASCENDIENTE 1: 201 · SIMAN";"11134803";"2024-09-26 00:00:00.0";"2002812";"AE21";;
"9873133";"Columpio en Área Infantil";"101";"LOS CARMENES";"10";"LATINA";"OPERATIVO";"437781.017";"4472915.794";"ETRS89";40.40453071;-3.73324549;"CALLE";"LUISA MURIEL";"2";"28047";"CALLE SEPULVEDA 109-111, ASCENDIENTE 1: 101 · CÁRMEN";"11059611";"2024-11-15 00:00:00.0";"1007925";"AE21";;
"9873127";"Carrusel en Área Infantil";"101";"LOS CARMENES";"10";"LATINA";"OPERATIVO";"437781.216";"4472908.452";"ETRS89";40.40446458;-3.73324243;"CALLE";"LUISA MURIEL";"2";"28047";"CALLE SEPULVEDA 109-111, ASCENDIENTE 1: 101 · CÁRMEN";"11059611";"2024-11-15 00:00:00.0";"1007924";"AE21";;
"9873060";"Carrusel en Área Infantil";"101";"LOS CARMENES";"10";"LATINA";"OPERATIVO";"437778.636";"4472915.794";"ETRS89";40.40453053;-3.73327355;"CALLE";"LUISA MURIEL";"2";"28047";"CALLE SEPULVEDA 109-111, ASCENDIENTE 1: 101 · CÁRMEN";"11059611";"2024-11-15 00:00:00.0";"1007922";"AE21";;
"9870884";"Multijuego en Área Infantil";"105";"CAMPAMENTO";"10";"LATINA";"OPERATIVO";"434609.588";"4472035.584";"ETRS89";40.39635842;-3.77052697;"CALLE";"CARDAÑO";"6";"28024";"PZA PATRICIO MNEZ";"11066174";"2024-12-19 00:00:00.0";"1005911";"AE21";;
"9869091";"Multijuego en Área Infantil";"133";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443846.891";"4471255.247";"ETRS89";40.39000275;-3.66161799;"CALLE";"ANTONIO FOLGUERAS";"22";"28018";"CALLE ANTONIO FOLGUERAS, 22     ";"11095006";"2024-12-17 00:00:00.0";"1303918";"AE21";;
"9868129";"Carrusel en Área Infantil";"036";"NIÑO JESUS";"03";"RETIRO";"OPERATIVO";"442879.595";"4474116.445";"ETRS89";40.41571223;-3.67327107;"CALLE";"DOCE DE OCTUBRE";"30  B";"28009";"PLAZA DR LAGUNA 1";"31065522";"2024-10-20 00:00:00.0";"0306806";"AE21";;
"9838320";"Multijuego en Área Infantil";"091";"CASA DE CAMPO";"09";"MONCLOA-ARAVACA";"OPERATIVO";"436120.288";"4473875.004";"ETRS89";40.41304588;-3.75291175;"PASEO";"Paseo Puerta del Angel";"1";"28011";;;"2024-12-05 00:00:00.0";;"PV24";;
"9838318";"Multijuego en Área Infantil";"091";"CASA DE CAMPO";"09";"MONCLOA-ARAVACA";"OPERATIVO";"436102.483";"4473864.203";"ETRS89";40.41294721;-3.75312050;"PASEO";"Paseo Puerta del Angel";"1";"28011";;;"2024-12-05 00:00:00.0";;"PV24";;
"9838303";"Columpio en Área Infantil";"091";"CASA DE CAMPO";"09";"MONCLOA-ARAVACA";"OPERATIVO";"436103.953";"4473870.423";"ETRS89";40.41300336;-3.75310381;"PASEO";"Paseo Puerta del Angel";"1";"28011";;;"2024-12-05 00:00:00.0";;"PV24";;
"9838299";"Columpio en Área Infantil";"091";"CASA DE CAMPO";"09";"MONCLOA-ARAVACA";"OPERATIVO";"437476.006";"4475498.766";"ETRS89";40.42777632;-3.73709362;"PASEO";"Paseo Puerta del Angel";"1";"28011";;;"2024-10-22 00:00:00.0";;"PV24";;
"9838294";"Carrusel en Área Infantil";"091";"CASA DE CAMPO";"09";"MONCLOA-ARAVACA";"OPERATIVO";"436715.273";"4473480.027";"ETRS89";40.40953322;-3.74586030;"PASEO";"Paseo Puerta del Angel";"1";"28011";;;"2024-11-28 00:00:00.0";;"PV24";;
"9715532";"Varios Juegos en Áreas Infantiles";"092";"ARGÜELLES";"09";"MONCLOA - ARAVACA";"OPERATIVO";"439491.208";"4474926.001";"ETRS89";40.42276562;-3.71328373;;;;"28008";;;;;"PV24";;
"9715526";"Carrusel en Área Infantil";"092";"ARGÜELLES";"09";"MONCLOA - ARAVACA";"OPERATIVO";"439482.109";"4474959.614";"ETRS89";40.42306776;-3.71339418;;;;"28008";;;;;"PV24";;
"9683711";"Multijuego en Área Infantil";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"447565.128";"4482573.103";"ETRS89";40.49220300;-3.61874488;"Avenida";"Avenida de las Fuerzas Armadas";;"28055";;;;;"PV24";;
"9660741";"Carrusel en Área Infantil";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"446339.888";"4468472.307";"ETRS89";40.36509650;-3.63201194;;;;"28031";;;;"EAI";"PV24";;
"9660568";"Equilibrio en Área Infantil";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"447120.684";"4468344.417";"ETRS89";40.36399427;-3.62280560;;;;"28031";;;;"EAI";"PV24";;
"9660564";"Columpio en Área Infantil";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"447094.152";"4468362.451";"ETRS89";40.36415505;-3.62311957;;;;"28031";;;;"EAI";"PV24";;
"9660546";"Multijuego en Área Infantil";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"446732.465";"4468658.976";"ETRS89";40.36680332;-3.62740401;;;;"28031";;;;"EAI";"PV24";;
"9660545";"Multijuego en Área Infantil";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"446728.065";"4468658.134";"ETRS89";40.36679545;-3.62745576;;;;"28031";;;;"EAI";"PV24";;
"9660534";"Multijuego en Área Infantil";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"446725.075";"4468669.936";"ETRS89";40.36690158;-3.62749196;;;;"28031";;;;"EAI";"PV24";;
"9660531";"Carrusel en Área Infantil";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"446711.193";"4468674.437";"ETRS89";40.36694124;-3.62765583;;;;"28031";;;;"EAI";"PV24";;
"9660529";"Equilibrio en Área Infantil";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"446708.921";"4468667.411";"ETRS89";40.36687780;-3.62768200;;;;"28031";;;;"EAI";"PV24";;
"9660526";"Multijuego en Área Infantil";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"446733.07";"4468615.103";"ETRS89";40.36640812;-3.62739322;;;;"28031";;;;"EAI";"PV24";;
"9660515";"Multijuego en Área Infantil";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"446735.621";"4468625.632";"ETRS89";40.36650313;-3.62736405;;;;"28031";;;;"EAI";"PV24";;
"9539787";"Balancín en Área Infantil";"121";"ORCASITAS";"12";"USERA";"OPERATIVO";"440235.111";"4469059.125";"ETRS89";40.36996762;-3.70396448;"CALLE";"CAMPOTEJAR";"15";"28041";"CAMPOTEJAR, 000015";"11080910";"2024-06-29 00:00:00.0";"1205525";"AE21";;
"9539786";"Multijuego en Área Infantil";"121";"ORCASITAS";"12";"USERA";"OPERATIVO";"440226.181";"4469052.379";"ETRS89";40.36990621;-3.70406903;"CALLE";"CAMPOTEJAR";"15";"28041";"CAMPOTEJAR, 000015";"11080910";"2024-06-29 00:00:00.0";"1205524";"AE21";;
"9497945";"Balancín en Área Infantil";"213";"CASCO HISTORICO DE BARAJAS";"21";"BARAJAS";"OPERATIVO";"451113.752";"4480564.5";"ETRS89";40.47432492;-3.57671741;"PLAZA";"JUBILADO";"5";"28042";"Pza · PLAZA DEL JUBILADO 5 , ASCENDIENTE 1: 213 ·";"11143779";"2024-03-22 00:00:00.0";"2100809";"AE21";;
"9497685";"Multijuego en Área Infantil";"191";"CASCO HISTORICO DE VICALVARO";"19";"VICALVARO";"OPERATIVO";"448527.005";"4473078.086";"ETRS89";40.40672646;-3.60662548;"CALLE";"LAGO VAN";"35";"28032";"LAGO VAN, 000035";"11132994";"2024-02-23 00:00:00.0";"1906214";"AE21";;
"9497683";"Balancín en Área Infantil";"191";"CASCO HISTORICO DE VICALVARO";"19";"VICALVARO";"OPERATIVO";"448765.323";"4473292.323";"ETRS89";40.40867115;-3.60383423;"CALLE";"ANILLO VERDE";"65";"28032";"ANILLO VERDE, 000065";"20048144";"2024-03-19 00:00:00.0";"1904516";"AE21";;
"9497679";"Columpio en Área Infantil";"191";"CASCO HISTORICO DE VICALVARO";"19";"VICALVARO";"OPERATIVO";"447931.204";"4473747.327";"ETRS89";40.41271836;-3.61370157;"CALLE";"EZCARAY";"68";"28032";"EZCARAY, 000068";"11133405";"2024-02-22 00:00:00.0";"1904238";"AE21";;
"9494985";"Balancín en Área Infantil";"191";"CASCO HISTORICO DE VICALVARO";"19";"VICALVARO";"OPERATIVO";"448635.819";"4473036.312";"ETRS89";40.40635685;-3.60533977;"CALLE";"AMBROZ";"19";"28032";"AMBROZ, 000019";"20075772";"2024-02-22 00:00:00.0";"1903008";"AE21";;
"9494973";"Balancín en Área Infantil";"191";"CASCO HISTORICO DE VICALVARO";"19";"VICALVARO";"OPERATIVO";"449197.516";"4472856.396";"ETRS89";40.40477051;-3.59870601;"CALLE";"HELENA DE TROYA";"29";"28032";"HELENA DE TROYA, 000029";"11132905";"2024-03-07 00:00:00.0";"1901110";"AE21";;
"9494962";"Balancín en Área Infantil";"191";"CASCO HISTORICO DE VICALVARO";"19";"VICALVARO";"OPERATIVO";"449197.847";"4472857.553";"ETRS89";40.40478095;-3.59870221;"CALLE";"HELENA DE TROYA";"29";"28032";"HELENA DE TROYA, 000029";"11132905";"2024-03-07 00:00:00.0";"1901109";"AE21";;
"9494956";"Escalada en Área Infantil";"182";"SANTA EUGENIA";"18";"VILLA DE VALLECAS";"OPERATIVO";"447518.809";"4470591.864";"ETRS89";40.38426598;-3.61830183;"CAMINO";"VASARES";"4";"28031";"CMNO VASARES, 000004";"31041866";"2024-05-30 00:00:00.0";"1809007";"AE21";;
"9494347";"Balancín en Área Infantil";"164";"PINAR DEL REY";"16";"HORTALEZA";"OPERATIVO";"445029.479";"4481098.643";"ETRS89";40.47875632;-3.64853655;"CALLE";"SANTA ADELA";"5";"28033";"C · CALLE SANTA ADELA 12 , ASCENDIENTE 1: 164 · P";"11119730";"2024-02-23 00:00:00.0";"1603119";"AE21";;
"9949858";"Balancín en Área Infantil";"083";"PEÑAGRANDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"438952.548";"4481459.007";"ETRS89";40.48157810;-3.72026114;"AVENIDA";"CARDENAL HERRERA ORIA";"246";"28035";"AV DEL CARDENAL HERRERA ORIA 246";"11045524";"2024-12-12 00:00:00.0";"0821404";"AE21";;
"9946204";"Carrusel en Área Infantil";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"440352.562";"4467405.36";"ETRS89";40.35507799;-3.70242648;"CALLE";"LA PICARA MOLINERA";"52";"28041";"LA PICARA MOLINERA,51";"31048332";"2024-12-12 00:00:00.0";"1713803";"AE21";;
"9945507";"Balancín en Área Infantil";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439288.274";"4473519.747";"ETRS89";40.41008267;-3.71554154;"CALLE";"ROSARIO";"13";"28005";"PARQUE DE LA CORNISA";"11001192";"2024-12-27 00:00:00.0";"0105308";"AE21";;
"9889448";"Multijuego en Área Infantil";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"447580.956";"4482478.44";"ETRS89";40.49135123;-3.61855029;"Avenida";"Avenida de las Fuerzas Armadas";;"28055";;;;;"PV24";;
"9889436";"Varios Juegos en Áreas Infantiles";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"447573.013";"4482461.346";"ETRS89";40.49119674;-3.61864260;"Avenida";"Avenida de las Fuerzas Armadas";;"28055";;;;;"PV24";;
"9888848";"Columpio en Área Infantil";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"446873.916";"4480355.393";"ETRS89";40.47218079;-3.62671507;"Calle";"Calle Ariadna";;"28033";;;;;"PV24";;
"9888844";"Multijuego en Área Infantil";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"446889.982";"4480358.605";"ETRS89";40.47221075;-3.62652582;"Calle";"Calle Ariadna";;"28033";;;;;"PV24";;
"9888387";"Carrusel en Área Infantil";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"446870.33";"4480360.806";"ETRS89";40.47222932;-3.62675782;"Calle";"Calle Ariadna";;"28033";;;;;"PV24";;
"9887458";"Columpio en Área Infantil";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444256.675";"4471575.864";"ETRS89";40.39291858;-3.65681812;"PLAZA";"MARIANA PINEDA";"3";"28038";"MARIANA PINEDA,3";"11098492";"2024-11-27 00:00:00.0";"1303530";"AE21";;
"9876824";"Columpio en Área Infantil";"152";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"OPERATIVO";"446221.579";"4474809.496";"ETRS89";40.42217831;-3.63394048;"CALLE";"NICOLAS SALMERON";"3";"28017";"NICOLAS SALMERON 3";"20076608";"2024-12-20 00:00:00.0";"1515202";"AE21";;
"9876006";"Multijuego en Área Infantil";"091";"CASA DE CAMPO";"09";"MONCLOA-ARAVACA";"OPERATIVO";"438762.085";"4475561.273";"ETRS89";40.42843507;-3.72193925;"Paseo";"Paseo de Camoens";;"28008";;;;;"PV24";;
"9873515";"Multijuego en Área Infantil";"201";"SIMANCAS";"20";"SAN BLAS-CANILLEJAS";"OPERATIVO";"447166.441";"4475707.09";"ETRS89";40.43032491;-3.62287766;"CALLE";"YUNCOS";"1";"28037";"Pq · PARQUE SAN BLAS , ASCENDIENTE 1: 201 · SIMAN";"11134803";"2024-09-26 00:00:00.0";"2002817";"AE21";;
"9494233";"Balancín en Área Infantil";"154";"LA CONCEPCIÓN";"15";"CIUDAD LINEAL";"OPERATIVO";"444927.106";"4476865.311";"ETRS89";40.44061355;-3.64937694;"CALLE";"JUAN PEREZ ZUÑIGA";"2";"28027";"C · CALLE JUAN PÉREZ ZÚÑIGA , ASCENDIENTE 1: 154";"11110658";"2024-03-21 00:00:00.0";"1514210";"AE21";;
"9493141";"Tobogan Autoportante en Área Infantil";"094";"VALDEZARZA";"09";"MONCLOA - ARAVACA";"OPERATIVO";"438929.957";"4479901.738";"ETRS89";40.46754802;-3.72037771;"CALLE";"VALDERREY";"36";"28035";"CALLE VALDERREY 36 , ASCENDIENTE 1: 094 · VAL";"11054877";"2024-05-10 00:00:00.0";"0913007";"AE21";;
"9493130";"Escalada en Área Infantil";"086";"VALVERDE";"08";"FUENCARRAL - EL PARDO";"OPERATIVO";"442719.174";"4484488.14";"ETRS89";40.50913413;-3.67609794;"CALLE";"FROMISTA";"9";"28050";"AVENIDA SANTO DOMINGO DE LA CALZADA , ASCEND";"31045862";"2024-04-12 00:00:00.0";"0812908";"AE21";;
"9493102";"Columpio en Área Infantil";"054";"HISPANOAMERICA";"05";"CHAMARTIN";"OPERATIVO";"442741.313";"4478596.5";"ETRS89";40.45606128;-3.67530454;"CALLE";"PUERTO RICO";"27";"28016";"PUERTO RICO 27";"11025193";"2024-03-07 00:00:00.0";"0502130";"AE21";;
"9493016";"Multijuego en Área Infantil";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444248.246";"4472164.895";"ETRS89";40.39822436;-3.65696900;"CALLE";"SIERRA DE CUERDA LARGA";"55";"28038";"SIERRA DE CUERDA LARGA, 000055";"11099368";"2024-03-13 00:00:00.0";"1314414";"AE21";;
"9492923";"Tobogan Autoportante en Área Infantil";"091";"CASA DE CAMPO";"09";"MONCLOA - ARAVACA";"OPERATIVO";"437506.091";"4473793.645";"ETRS89";40.41241817;-3.73657143;"CALLE";"GENERAL RICARDOS";"17";"28019";"GENERAL RICARDOS, 000019";"11071366";"2024-03-11 00:00:00.0";"1103318";"AE21";;
"9492864";"Balancín en Área Infantil";"064";"ALMENARA";"06";"TETUAN";"OPERATIVO";"441336.214";"4480566.721";"ETRS89";40.47371186;-3.69205718;"CALLE";"VIA LIMITE";"29";"28029";"V · VIA LÍMITE , ASCENDIENTE 1: 064 · ALMENARA ,";"11032294";"2024-03-23 00:00:00.0";"0600519";"AE21";;
"9439926";"Balancín en Área Infantil";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"449684.728";"4467496.357";"ETRS89";40.35651298;-3.59254130;"AVENIDA";"GRAN VIA DEL SURESTE";"65";"28051";"AVDA GRAN VÍA DEL SURESTE, 000065";"31032936";"2023-10-23 00:00:00.0";"1805904";"AE21";;
"9427250";"Columpio en Área Infantil";"152";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"OPERATIVO";"446326.122";"4475346.206";"ETRS89";40.42702006;-3.63275350;"CALLE";"VALLE GUERRA";"14";"28017";"C · CALLE VALLE GUERRA 14 , ASCENDIENTE 1: 152 · P";"11107243";"2023-10-17 00:00:00.0";"1507002";"AE21";;
"9427006";"Multijuego en Área Infantil";"192";"VALDEBERNARDO";"19";"VICALVARO";"OPERATIVO";"447660.067";"4472528.987";"ETRS89";40.40172576;-3.61679691;"CALLE";"CORDEL DE PAVONES";"6 B";"28032";"CORDEL DE PAVONES, 000006  B";"20124164";"2023-12-26 00:00:00.0";"1906014";"AE21";;
"9426987";"Balancín en Área Infantil";"193";"VALDERRIVAS";"19";"VICALVARO";"OPERATIVO";"448818.235";"4472027.625";"ETRS89";40.39728115;-3.60310896;"CALLE";"CALIZA";"59";"28032";"CALIZA, 000059";"31006809";"2024-01-10 00:00:00.0";"1905610";"AE21";;
"9424313";"Columpio en Área Infantil";"205";"ROSAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"448460.615";"4475525.497";"ETRS89";40.42877020;-3.60760618;"TRAVESIA";"CARLOS II";"4";"28022";"C · CALLE CARLOS II 14 , ASCENDIENTE 1: 205 · LAS";"20084945";"2024-02-13 00:00:00.0";"2005801";"AE21";;
"9424309";"Columpio en Área Infantil";"015";"UNIVERSIDAD";"01";"CENTRO";"OPERATIVO";"439860.702";"4474958.02";"ETRS89";40.42308085;-3.70893144;"CALLE";"RICARDO LEON";"2";"28015";"RICARDO LEON,2";"31008895";"2023-01-18 00:00:00.0";"0105208";"AE21";;
"9424285";"Multijuego en Área Infantil";"015";"UNIVERSIDAD";"01";"CENTRO";"OPERATIVO";"439865.398";"4474964.304";"ETRS89";40.42313780;-3.70887668;"CALLE";"RICARDO LEON";"2";"28015";"RICARDO LEON,2";"31008895";"2023-01-18 00:00:00.0";"0105205";"AE21";;
"9424270";"Balancín en Área Infantil";"208";"EL SALVADOR";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"446217.605";"4476836.96";"ETRS89";40.44044262;-3.63415887;"CALLE";"RIOBAMBA";"13";"28027";"C · CALLE RIOBAMBA , ASCENDIENTE 1: 208 · SALVADO";"20109449";"2024-01-15 00:00:00.0";"2001008";"AE21";;
"9424200";"Columpio en Área Infantil";"208";"EL SALVADOR";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"446621.887";"4477036.871";"ETRS89";40.44226958;-3.62940897;"CALLE";"MIAMI";"35 A";"28027";"C · CALLE MIAMI 39 , ASCENDIENTE 1: 208 · SALVADO";"20147133";"2023-12-15 00:00:00.0";"2000708";"AE21";;
"9408034";"Balancín en Área Infantil";"191";"CASCO HISTORICO DE VICALVARO";"19";"VICALVARO";"OPERATIVO";"448938.154";"4472733.885";"ETRS89";40.40365098;-3.60175260;"CALLE";"SAN CIPRIANO";"70";"28032";"SAN CIPRIANO, 000070";"31049236";"2024-01-18 00:00:00.0";"1903214";"AE21";;
"9407916";"Escalada en Área Infantil";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"449696.256";"4467532.627";"ETRS89";40.35684042;-3.59240841;"CALLE";"EDUARDO CHILLIDA";"219 B";"28051";"EDUARDO CHILLIDA, 000219  B";"31037221";"2023-11-23 00:00:00.0";"1806009";"AE21";;
"9407091";"Balancín en Área Infantil";"175";"ANGELES";"17";"VILLAVERDE";"OPERATIVO";"440736.418";"4468131.38";"ETRS89";40.36164576;-3.69797384;"CALLE";"LILLO";"6";"28041";"CALLE LILLO, 6";"11129152";"2023-11-08 00:00:00.0";"1710411";"AE21";;
"9398448";"Balancín en Área Infantil";"154";"LA CONCEPCIÓN";"15";"CIUDAD LINEAL";"OPERATIVO";"444511.778";"4476288.346";"ETRS89";40.43538833;-3.65422348;"CALLE";"VIRGEN DE NURIA";"2";"28027";"Pq · PARQUE CALERO 9 , ASCENDIENTE 1: 154 · CONCE";"31042148";"2023-10-18 00:00:00.0";"1501824";"AE21";;
"9398257";"Balancín en Área Infantil";"159";"COSTILLARES";"15";"CIUDAD LINEAL";"OPERATIVO";"443295.018";"4481410.656";"ETRS89";40.48145045;-3.66902614;"CALLE";"CALERUEGA";"112";"28033";"C · CALLE CALERUEGA , ASCENDIENTE 1: 159 · COSTIL";"20133405";"2024-01-26 00:00:00.0";"1509027";"AE21";;
"9873144";"Carrusel en Área Infantil";"101";"LOS CARMENES";"10";"LATINA";"OPERATIVO";"437779.559";"4472913.789";"ETRS89";40.40451254;-3.73326247;"CALLE";"LUISA MURIEL";"2";"28047";"CALLE SEPULVEDA 109-111, ASCENDIENTE 1: 101 · CÁRMEN";"11059611";"2024-11-15 00:00:00.0";"1007934";"AE21";;
"9873134";"Escalada en Área Infantil";"101";"LOS CARMENES";"10";"LATINA";"OPERATIVO";"437779.496";"4472913.214";"ETRS89";40.40450735;-3.73326316;"CALLE";"LUISA MURIEL";"2";"28047";"CALLE SEPULVEDA 109-111, ASCENDIENTE 1: 101 · CÁRMEN";"11059611";"2024-11-15 00:00:00.0";"1007926";"AE21";;
"9867925";"Columpio en Área Infantil";"036";"NIÑO JESUS";"03";"RETIRO";"OPERATIVO";"442879.661";"4474144.293";"ETRS89";40.41596310;-3.67327279;"PLAZA";"DOCTOR LAGUNA";"2";"28009";"CALLE DEL DOCE DE OCTUBRE 30   ";"11013583";"2024-11-02 00:00:00.0";"0306603";"AE21";;
"9867799";"Carrusel en Área Infantil";"036";"NIÑO JESUS";"03";"RETIRO";"OPERATIVO";"442886.805";"4474140.721";"ETRS89";40.41593141;-3.67318827;"PLAZA";"DOCTOR LAGUNA";"2";"28009";"CALLE DEL DOCE DE OCTUBRE 30   ";"11013583";"2024-11-02 00:00:00.0";"0306601";"AE21";;
"9866206";"Columpio en Área Infantil";"094";"VALDEZARZA";"09";"MONCLOA-ARAVACA";"OPERATIVO";"439383.876";"4479520.054";"ETRS89";40.46414291;-3.71498725;"CALLE";"ALTEA";"25";"28039";"CALLE DE ALTEA 25 C  ";"11055104";"2024-11-12 00:00:00.0";"0916004";"AE21";;
"9838319";"Multijuego en Área Infantil";"091";"CASA DE CAMPO";"09";"MONCLOA-ARAVACA";"OPERATIVO";"436098.843";"4473878.738";"ETRS89";40.41307787;-3.75316486;"PASEO";"Paseo Puerta del Angel";"1";"28011";;;"2024-12-05 00:00:00.0";;"PV24";;
"9838316";"Multijuego en Área Infantil";"091";"CASA DE CAMPO";"09";"MONCLOA-ARAVACA";"OPERATIVO";"436732.825";"4473489.647";"ETRS89";40.40962122;-3.74565441;"PASEO";"Paseo Puerta del Angel";"1";"28011";;;"2024-11-28 00:00:00.0";;"PV24";;
"9836893";"Multijuego en Área Infantil";"202";"HELLIN";"20";"SAN BLAS-CANILLEJAS";"OPERATIVO";"447318.89";"4475881.5";"ETRS89";40.43190577;-3.62109493;"CALLE";"ALBAIDA";"3";"28037";"PARQUE PARAISO";"31045409";"2024-09-26 00:00:00.0";"2021905";"AE21";;
