título,descripción,edad,inscripción,periodicidad,día_días,horario,fecha,lugar_nombre,lugar_dirección,precio,recomendación,url_ampliar_info,url_imagen
Taller de ajedrez avanzado (infantil-juvenil) Biblioteca María Lejárraga,"Taller avanzado para el perfeccionamiento de la práctica del ajedrez, deporte de reconocidos beneficios a nivel cognitivo e intelectual que mejora la memoria, la concentración y permite ejercitar ambos hemisferios cerebrales.",de 6 a 17 años,Para participar es impresindible realizar inscripción previa en este enlace.,semanal,miércoles,18:30 a 19:30 horas,Del miércoles 19 de marzo de 2025 al miércoles 4 de junio de 2025,Biblioteca Pública Municipal María Lejárraga (Hortaleza),"CALLE PRINCESA DE EBOLI, 29 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-ajedrez-infantil-juvenil-/?vgnextfmt=default&vgnextoid=b9624861ee4e6810VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/ActividadesBPM/2018/TalleresAdultos/TalleresCulturales/ficheros/Ajedrez_260x260.jpg
