titulo,url,tipo,fechas,lugar
Títeres: “Romero y Julieta”.,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Titeres-Romero-y-Julieta-/?vgnextfmt=default&vgnextoid=3f3860ffbe2b5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Viernes 25 de abril de 2025,Centro Sociocultural Tetuán. TETUAN
El fantasma al que le asustaban los libros,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-fantasma-al-que-le-asustaban-los-libros/?vgnextfmt=default&vgnextoid=faa2047fc5065910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Viernes 25 de abril de 2025,Centro Cultural Federico Chueca (Hortaleza). HORTALEZA
Capuchones de cuento para lapiceros,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Capuchones-de-cuento-para-lapiceros/?vgnextfmt=default&vgnextoid=dd3491df59426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FIESTAS, 
            
            CURSOS Y TALLERES",Viernes 25 de abril de 2025,Auditorio Municipal Las Trece Rosas. VILLA DE VALLECAS
Cuentos en escena,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentos-en-escena/?vgnextfmt=default&vgnextoid=677491df59426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FIESTAS, 
            
            TEATRO PERFOMANCE, 
            
            CONCURSOS Y CERTÁMENES",Viernes 25 de abril de 2025,Sin lugar
Fiesta Holi y discoteca con DJ,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fiesta-Holi-y-discoteca-con-DJ/?vgnextfmt=default&vgnextoid=505591df59426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Viernes 25 de abril de 2025,Sin lugar
Diseño de pulseras y broches,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Diseno-de-pulseras-y-broches/?vgnextfmt=default&vgnextoid=489291df59426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FIESTAS, 
            
            CURSOS Y TALLERES",Viernes 25 de abril de 2025,Auditorio Municipal Las Trece Rosas. VILLA DE VALLECAS
Teatro Infantil 'En el mundo de los cuentos',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Teatro-Infantil-En-el-mundo-de-los-cuentos-/?vgnextfmt=default&vgnextoid=0d606267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FERIAS, 
            
            TEATRO PERFOMANCE",Viernes 25 de abril de 2025,Auditorio al aire libre. Parque Aluche. LATINA
Menu2,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Menu2/?vgnextfmt=default&vgnextoid=ad6b41a557266910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Viernes 25 de abril de 2025,Centro Cultural la Elipa (Ciudad Lineal). CIUDAD LINEAL
El fantasma de la pera,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-fantasma-de-la-pera/?vgnextfmt=default&vgnextoid=26f141a557266910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Viernes 25 de abril de 2025,Centro Cultural San Juan Bautista (Ciudad Lineal). CIUDAD LINEAL
The Gipsy Marionettist - Rašid Nikolić (Italia),/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-Gipsy-Marionettist-Rasid-Nikolic-Italia-/?vgnextfmt=default&vgnextoid=178dd6fdb90d4910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            MADRID DESTINO","Del sábado 26 de abril de 2025
al domingo 27 de abril de 2025",Teatro Municipal de Títeres. Parque de El Retiro. RETIRO
"Yo, Quevedo con perdón",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Yo-Quevedo-con-perdon/?vgnextfmt=default&vgnextoid=88bfc2df0a3a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 26 de abril de 2025,Centro Cultural Ciudad Pegaso (San Blas - Canillejas). SAN BLAS-CANILLEJAS
La Habichuela Isabela,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-Habichuela-Isabela/?vgnextfmt=default&vgnextoid=ba9689cfb18a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 26 de abril de 2025,Centro Cultural José Luis López Vázquez (San Blas - Canillejas). SAN BLAS-CANILLEJAS
El Gran Juego de Verdi,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-Gran-Juego-de-Verdi/?vgnextfmt=default&vgnextoid=c5d2fe74dd7b5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 26 de abril de 2025,Centro Cultural Casa de Vacas (Retiro). RETIRO
"CINE: ""Klaus""",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/CINE-Klaus-/?vgnextfmt=default&vgnextoid=cea6db7ff8cc5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Sábado 26 de abril de 2025,Centro Cultural el Torito (Moratalaz). MORATALAZ
"Los animales, unos grandes maestros",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Los-animales-unos-grandes-maestros/?vgnextfmt=default&vgnextoid=5fc0cd938a2d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Sábado 26 de abril de 2025,Centro Cultural Julio Cortázar (Moncloa - Aravaca). MONCLOA-ARAVACA
La verbena hechizada,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-verbena-hechizada/?vgnextfmt=default&vgnextoid=ec624fb3807d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 26 de abril de 2025,Centro Sociocultural Maestro Alonso (Salamanca). SALAMANCA
"Cuentacuentos:""Surcando mares, buscando cuentos""",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-Surcando-mares-buscando-cuentos-/?vgnextfmt=default&vgnextoid=4fe5692abe6a4910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Sábado 26 de abril de 2025,Centro Sociocultural Rafael de León (Fuencarral - El Pardo). FUENCARRAL-EL PARDO
Ronda de libros,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Ronda-de-libros/?vgnextfmt=default&vgnextoid=d2398cdcd77d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,"Del sábado 26 de abril de 2025
al sábado 7 de junio de 2025",Matadero Madrid. ARGANZUELA
"CONMEMORACIÓN DÍA DEL LIBRO. Teatro de títeres: ""Pinocho corazón de madera"" basada en la obra de Carlo Collodi",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/CONMEMORACION-DIA-DEL-LIBRO-Teatro-de-titeres-Pinocho-corazon-de-madera-basada-en-la-obra-de-Carlo-Collodi/?vgnextfmt=default&vgnextoid=090f8b56808d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Sábado 26 de abril de 2025,Centro Sociocultural Montecarmelo (Fuencarral - El Pardo). FUENCARRAL-EL PARDO
"Pájaro y flor en abril, buscan su amor",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pajaro-y-flor-en-abril-buscan-su-amor/?vgnextfmt=default&vgnextoid=92ea21d4febe5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CURSOS Y TALLERES,Sábado 26 de abril de 2025,Centro Cultural Clara del Rey - Museo ABC (Centro). CENTRO
Día del libro en Centro,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Dia-del-libro-en-Centro/?vgnextfmt=default&vgnextoid=edc08033b11f5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            RECITALES, PRESENTACIONES Y ACTOS LITERARIOS",Sábado 26 de abril de 2025,Centro Cultural Clara del Rey - Museo ABC (Centro). CENTRO
Una colmena de cuentos,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Una-colmena-de-cuentos/?vgnextfmt=default&vgnextoid=0ffde296f5dc5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"MÚSICA, 
            
            TEATRO PERFOMANCE",Sábado 26 de abril de 2025,Centro Sociocultural Rosario de Acuña (Latina). LATINA
"Tatira Teatro, presenta “Los cuidadores de las letras”",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Tatira-Teatro-presenta-Los-cuidadores-de-las-letras/?vgnextfmt=default&vgnextoid=51445b230f5f5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"RECITALES, PRESENTACIONES Y ACTOS LITERARIOS",Sábado 26 de abril de 2025,Centro Cultural el Madroño (Vicálvaro). VICALVARO
Martín y la música,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Martin-y-la-musica/?vgnextfmt=default&vgnextoid=91037665fa006910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,MÚSICA,Sábado 26 de abril de 2025,Parque Alfredo Kraus. HORTALEZA
El mundo mágico de los libros,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-mundo-magico-de-los-libros/?vgnextfmt=default&vgnextoid=0ddbe296f5dc5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"DANZA Y BAILE, 
            
            MÚSICA",Sábado 26 de abril de 2025,Centro Cultural Miguel Hernández (Latina). LATINA
El tesoro del dragón,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-tesoro-del-dragon/?vgnextfmt=default&vgnextoid=859f60ffbe2b5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Sábado 26 de abril de 2025,Sin lugar
"Marcelo, el marciano",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Marcelo-el-marciano/?vgnextfmt=default&vgnextoid=92f9e296f5dc5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"MÚSICA, 
            
            TEATRO PERFOMANCE",Sábado 26 de abril de 2025,Centro Cultural José Luis Sampedro (Latina). LATINA
Taller Teatralizado de Cuentacuentos - Cuentos Maravillosos de Andersen,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-Teatralizado-de-Cuentacuentos-Cuentos-Maravillosos-de-Andersen/?vgnextfmt=default&vgnextoid=38680ad4cdcc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"TEATRO PERFOMANCE, 
            
            EXPOSICIONES",Sábado 26 de abril de 2025,Centro Cultural Galileo (Chamberí). CHAMBERI
"Cuentacuentos con pictogramas: ""El enano saltarín""",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-con-pictogramas-El-enano-saltarin-/?vgnextfmt=default&vgnextoid=f39a8b56808d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            ACTIVIDADES CALLE, ARTE URBANO, 
            
            TEATRO PERFOMANCE",Sábado 26 de abril de 2025,Centro Cultural La Vaguada (Fuencarral - El Pardo). FUENCARRAL-EL PARDO
Títeres al aire libre: Qui y Jote en la isla de los tesoros,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Titeres-al-aire-libre-Qui-y-Jote-en-la-isla-de-los-tesoros/?vgnextfmt=default&vgnextoid=21b24d66491f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Sábado 26 de abril de 2025,Sin lugar
"Mario, el musical",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mario-el-musical/?vgnextfmt=default&vgnextoid=b65a91db103b5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,MÚSICA,Sábado 26 de abril de 2025,Centro Cultural Orcasur (Usera). USERA
Subida a la Bola del mundo,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Subida-a-la-Bola-del-mundo/?vgnextfmt=default&vgnextoid=60b2e7bd62dc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"TEATRO PERFOMANCE, 
            
            EXPOSICIONES",Sábado 26 de abril de 2025,Centro Cultural Galileo (Chamberí). CHAMBERI
La estrella y la Luna,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-estrella-y-la-Luna/?vgnextfmt=default&vgnextoid=f3fb5f5f0dbe5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 26 de abril de 2025,Centro Cultural Lavapiés (Centro). CENTRO
Concierto de música coral,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Concierto-de-musica-coral/?vgnextfmt=default&vgnextoid=1455252e8aff5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Sábado 26 de abril de 2025,Parroquia San Valentín y San Casimiro. VICALVARO
Tito el bromista,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Tito-el-bromista/?vgnextfmt=default&vgnextoid=d44ba1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FIESTAS, 
            
            CUENTACUENTOS, TÍTERES Y MARIONETAS",Sábado 26 de abril de 2025,Sin lugar
La princesa china y el dragón,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-princesa-china-y-el-dragon/?vgnextfmt=default&vgnextoid=528ca1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FIESTAS, 
            
            TEATRO PERFOMANCE",Sábado 26 de abril de 2025,Sin lugar
Sherlock Holmes y el robo de la Gioconda,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Sherlock-Holmes-y-el-robo-de-la-Gioconda/?vgnextfmt=default&vgnextoid=1bdca1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Sábado 26 de abril de 2025,Sin lugar
El payaso musical,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-payaso-musical/?vgnextfmt=default&vgnextoid=0feca1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FIESTAS, 
            
            MÚSICA",Sábado 26 de abril de 2025,Sin lugar
"Entrevista, Nieves Gascón, cuentos infantiles",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Entrevista-Nieves-Gascon-cuentos-infantiles/?vgnextfmt=default&vgnextoid=b0436267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,FERIAS,Sábado 26 de abril de 2025,Auditorio al aire libre. Parque Aluche. LATINA
Espectáculo infantil 'Los tres cerditos',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Espectaculo-infantil-Los-tres-cerditos-/?vgnextfmt=default&vgnextoid=0e736267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FERIAS, 
            
            MÚSICA, 
            
            TEATRO PERFOMANCE",Sábado 26 de abril de 2025,Auditorio al aire libre. Parque Aluche. LATINA
Cuentacuentos 'Un charco medio lleno',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-Un-charco-medio-lleno-/?vgnextfmt=default&vgnextoid=6f246267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FERIAS, 
            
            MÚSICA, 
            
            TEATRO PERFOMANCE",Sábado 26 de abril de 2025,Auditorio al aire libre. Parque Aluche. LATINA
Cuentacuentos 'Catrina casi galga',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-Catrina-casi-galga-/?vgnextfmt=default&vgnextoid=3c126267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FERIAS, 
            
            MÚSICA, 
            
            TEATRO PERFOMANCE",Sábado 26 de abril de 2025,Auditorio al aire libre. Parque Aluche. LATINA
"INFANTIL.  Pez al revés, presenta “Ronda al revés”",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-Pez-al-reves-presenta-Ronda-al-reves/?vgnextfmt=default&vgnextoid=6025199cc1266910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 26 de abril de 2025,Auditorio Carmen Laforet (Ciudad Lineal). CIUDAD LINEAL
Talleres para niños de 4 a 14 años,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-para-ninos-de-4-a-14-anos/?vgnextfmt=default&vgnextoid=fe309f9cfb7b5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,"Del sábado 26 de abril de 2025
al sábado 28 de junio de 2025",Sin lugar
Cambiando Cuentos,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cambiando-Cuentos/?vgnextfmt=default&vgnextoid=e318c2df0a3a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Domingo 27 de abril de 2025,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas). SAN BLAS-CANILLEJAS
Kalevala: Un Viaje Mágico,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Kalevala-Un-Viaje-Magico/?vgnextfmt=default&vgnextoid=b89689cfb18a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            DANZA Y BAILE",Domingo 27 de abril de 2025,Centro Cultural José Luis López Vázquez (San Blas - Canillejas). SAN BLAS-CANILLEJAS
Taller Teatralizado de Cuentacuentos - Cuentos Caballerescos,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-Teatralizado-de-Cuentacuentos-Cuentos-Caballerescos/?vgnextfmt=default&vgnextoid=836a0ad4cdcc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"TEATRO PERFOMANCE, 
            
            EXPOSICIONES",Domingo 27 de abril de 2025,Centro Cultural Galileo (Chamberí). CHAMBERI
Contando caperucita,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Contando-caperucita/?vgnextfmt=default&vgnextoid=b7842b391b2d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Domingo 27 de abril de 2025,Centro Cultural Quinta del Berro - Rafael Altamira (Salamanca). SALAMANCA
Fabulosas travesuras,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fabulosas-travesuras/?vgnextfmt=default&vgnextoid=497ccd938a2d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Domingo 27 de abril de 2025,Auditorio Joaquín Rosado (Moncloa-Aravaca). MONCLOA-ARAVACA
El universo literario de Tim Burton. Big Fish,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-universo-literario-de-Tim-Burton-Big-Fish/?vgnextfmt=default&vgnextoid=d565c241037d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CINE ACTIVIDADES AUDIOVISUALES,Domingo 27 de abril de 2025,Cineteca Madrid. ARGANZUELA
"Teatro de títeres: ""El soldadito de plomo"" DE H.C. Andersen",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Teatro-de-titeres-El-soldadito-de-plomo-DE-H-C-Andersen/?vgnextfmt=default&vgnextoid=5e6ee109ca9d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Domingo 27 de abril de 2025,Centro Sociocultural Alfonso XII (Fuencarral - El Pardo). FUENCARRAL-EL PARDO
Yincana 'Bienvenidos a la primavera',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Yincana-Bienvenidos-a-la-primavera-/?vgnextfmt=default&vgnextoid=5e898b56808d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES,Domingo 27 de abril de 2025,Aula ambiental La Cabaña del Retiro. RETIRO
Viaje al reino del revés,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Viaje-al-reino-del-reves/?vgnextfmt=default&vgnextoid=c32b6ab5d26f5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"MÚSICA, 
            
            TEATRO PERFOMANCE",Domingo 27 de abril de 2025,Centro Cultural Carril del Conde (Hortaleza). HORTALEZA
Rutas guiadas por el Parque de Valdebebas. Abril 2025,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Rutas-guiadas-por-el-Parque-de-Valdebebas-Abril-2025/?vgnextfmt=default&vgnextoid=12857665fa006910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES",Domingo 27 de abril de 2025,Parque Forestal de Valdebebas-Felipe VI. HORTALEZA
"Enric, el pájaro Cucú",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Enric-el-pajaro-Cucu/?vgnextfmt=default&vgnextoid=cf1019e695416910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Domingo 27 de abril de 2025,Centro Cultural Hortaleza. HORTALEZA
Manos danzantes,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Manos-danzantes/?vgnextfmt=default&vgnextoid=d6e3e7802e416910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CURSOS Y TALLERES,Domingo 27 de abril de 2025,Centro Cultural Sanchinarro (Hortaleza). HORTALEZA
El príncipe que quería ser rey,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-principe-que-queria-ser-rey/?vgnextfmt=default&vgnextoid=c1cf0c9363a16910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Domingo 27 de abril de 2025,Parque Forestal de Valdebebas-Felipe VI. HORTALEZA
'Un mundo de cuentos',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Un-mundo-de-cuentos-/?vgnextfmt=default&vgnextoid=5b57dcede2426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Domingo 27 de abril de 2025,Biblioteca Pública Municipal María Lejárraga (Hortaleza). HORTALEZA
Torneo de voleibol de Villa de Vallecas,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Torneo-de-voleibol-de-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=22cea1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,ACTIVIDADES DEPORTIVAS,Domingo 27 de abril de 2025,Instalación Deportiva Básica Pabellón del Cementerio. VILLA DE VALLECAS
III Torneo de pádel Villa de Vallecas,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/III-Torneo-de-padel-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=23bea1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,ACTIVIDADES DEPORTIVAS,Domingo 27 de abril de 2025,Centro Deportivo Municipal Juan de Dios Román. VILLA DE VALLECAS
Cuentacuentos infantil,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-infantil/?vgnextfmt=default&vgnextoid=66ecb4e355536910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Domingo 27 de abril de 2025,Sin lugar
Concierto. Blanca Castillo.  Tres orquestas,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Concierto-Blanca-Castillo-Tres-orquestas/?vgnextfmt=default&vgnextoid=78c24d66491f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,MÚSICA,Domingo 27 de abril de 2025,Sin lugar
Los cuidadores de las letras,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Los-cuidadores-de-las-letras/?vgnextfmt=default&vgnextoid=0d1b7baa8f3a5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Domingo 27 de abril de 2025,Centro Sociocultural Oporto (Carabanchel). CARABANCHEL
Jim y Anut,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Jim-y-Anut/?vgnextfmt=default&vgnextoid=9faf9125a23a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Domingo 27 de abril de 2025,Centro Cultural Buero Vallejo (San Blas - Canillejas). SAN BLAS-CANILLEJAS
